Rounded_Latitude,Rounded_Longitude,Month_Segment,Count
40.7416,-73.8619,May-Jun,1
40.7416,-73.8596,Jan-Feb,1
40.7416,-73.8596,May-Jun,1
40.7416,-73.8588,May-Jun,2
40.7416,-73.8579,Mar-Apr,1
40.7416,-73.8555,May-Jun,1
40.7416,-73.8549,Jan-Feb,1
40.7416,-73.8549,May-Jun,1
40.7416,-73.8541,Mar-Apr,1
40.7416,-73.8541,May-Jun,3
40.7416,-73.8306,Mar-Apr,1
40.7416,-73.8306,May-Jun,1
40.7416,-73.8225,May-Jun,1
40.7416,-73.8201,Jan-Feb,1
40.7416,-73.8201,Mar-Apr,1
40.7416,-73.8178,Jan-Feb,2
40.7416,-73.8178,May-Jun,1
40.7416,-73.8121,Jan-Feb,2
40.7416,-73.7647,May-Jun,1
40.7417,-74.003,Jan-Feb,12
40.7417,-74.003,Mar-Apr,13
40.7417,-74.003,May-Jun,6
40.7417,-74.003,Nov-Dec,1
40.7417,-74.0011,Jan-Feb,2
40.7417,-74.0011,May-Jun,4
40.7417,-73.9993,Jan-Feb,5
40.7417,-73.9993,Mar-Apr,6
40.7417,-73.9993,May-Jun,2
40.7417,-73.9894,Jan-Feb,2
40.7417,-73.9894,Mar-Apr,2
40.7417,-73.9894,May-Jun,4
40.7417,-73.9894,Nov-Dec,1
40.7417,-73.9831,May-Jun,1
40.7417,-73.9831,Nov-Dec,1
40.7417,-73.9811,Jan-Feb,3
40.7417,-73.9811,Mar-Apr,1
40.7417,-73.9811,May-Jun,4
40.7417,-73.9604,Jan-Feb,3
40.7417,-73.9604,Mar-Apr,2
40.7417,-73.9604,May-Jun,1
40.7417,-73.9545,Mar-Apr,1
40.7417,-73.9323,Jan-Feb,1
40.7417,-73.9323,May-Jun,1
40.7417,-73.9242,May-Jun,1
40.7417,-73.919,Jan-Feb,2
40.7417,-73.919,Mar-Apr,1
40.7417,-73.919,May-Jun,2
40.7417,-73.9152,Jan-Feb,1
40.7417,-73.9152,May-Jun,2
40.7417,-73.9059,Jan-Feb,2
40.7417,-73.8819,May-Jun,1
40.7417,-73.8753,May-Jun,1
40.7417,-73.8704,May-Jun,1
40.7417,-73.8609,Mar-Apr,2
40.7417,-73.8609,May-Jun,2
40.7417,-73.8602,Jan-Feb,2
40.7417,-73.8602,May-Jun,1
40.7417,-73.8531,Jan-Feb,1
40.7417,-73.8279,Mar-Apr,1
40.7417,-73.7794,Mar-Apr,2
40.7417,-73.7794,May-Jun,2
40.7417,-73.7207,May-Jun,1
40.7417,-73.702,May-Jun,1
40.7418,-73.9873,Jan-Feb,2
40.7418,-73.9873,Mar-Apr,2
40.7418,-73.9862,Jan-Feb,1
40.7418,-73.9852,Jan-Feb,1
40.7418,-73.9852,Mar-Apr,1
40.7418,-73.9842,Jan-Feb,1
40.7418,-73.9824,May-Jun,4
40.7418,-73.9765,Jan-Feb,2
40.7418,-73.9765,Mar-Apr,3
40.7418,-73.9765,May-Jun,2
40.7418,-73.9765,Nov-Dec,1
40.7418,-73.9765,Sep-Oct,1
40.7418,-73.9529,Jan-Feb,2
40.7418,-73.9529,May-Jun,3
40.7418,-73.9455,May-Jun,1
40.7418,-73.9332,Jan-Feb,1
40.7418,-73.9332,May-Jun,1
40.7418,-73.9199,Mar-Apr,1
40.7418,-73.918,Jan-Feb,2
40.7418,-73.918,Mar-Apr,1
40.7418,-73.918,Nov-Dec,1
40.7418,-73.9161,Jan-Feb,1
40.7418,-73.9161,Mar-Apr,1
40.7418,-73.9069,Jan-Feb,5
40.7418,-73.9069,Mar-Apr,1
40.7418,-73.9069,May-Jun,1
40.7418,-73.9069,Nov-Dec,1
40.7418,-73.9045,Mar-Apr,1
40.7418,-73.881,Jan-Feb,4
40.7418,-73.881,Mar-Apr,9
40.7418,-73.881,May-Jun,11
40.7418,-73.8697,Mar-Apr,1
40.7418,-73.8672,Sep-Oct,1
40.7418,-73.8615,Jan-Feb,1
40.7418,-73.8615,Mar-Apr,3
40.7418,-73.8615,May-Jun,1
40.7418,-73.8564,Jan-Feb,4
40.7418,-73.8564,Mar-Apr,2
40.7418,-73.8564,May-Jun,2
40.7418,-73.8507,Jan-Feb,1
40.7418,-73.8507,Mar-Apr,2
40.7418,-73.8507,May-Jun,1
40.7418,-73.8259,May-Jun,1
40.7418,-73.8253,Mar-Apr,1
40.7418,-73.8253,May-Jun,2
40.7418,-73.8147,May-Jun,1
40.7418,-73.813,Jan-Feb,1
40.7418,-73.7638,Mar-Apr,1
40.7419,-74.0089,Mar-Apr,1
40.7419,-74.0076,Mar-Apr,1
40.7419,-73.9972,Jan-Feb,1
40.7419,-73.9935,Jan-Feb,5
40.7419,-73.9935,Mar-Apr,8
40.7419,-73.9935,May-Jun,6
40.7419,-73.9935,Nov-Dec,1
40.7419,-73.9779,May-Jun,2
40.7419,-73.9538,May-Jun,1
40.7419,-73.9171,Jan-Feb,1
40.7419,-73.9171,May-Jun,1
40.7419,-73.9075,Mar-Apr,4
40.7419,-73.8942,Jan-Feb,1
40.7419,-73.8942,Mar-Apr,2
40.7419,-73.8906,Jan-Feb,1
40.7419,-73.8788,Jan-Feb,1
40.7419,-73.8788,Mar-Apr,2
40.7419,-73.8788,May-Jun,4
40.7419,-73.8675,Mar-Apr,1
40.7419,-73.8665,Jan-Feb,1
40.7419,-73.8665,May-Jun,1
40.7419,-73.8599,Jan-Feb,1
40.7419,-73.8519,Jan-Feb,2
40.7419,-73.8519,Mar-Apr,4
40.7419,-73.8519,May-Jun,2
40.7419,-73.8299,Jan-Feb,1
40.7419,-73.8234,Mar-Apr,1
40.7419,-73.8188,May-Jun,1
40.7419,-73.8165,May-Jun,1
40.7419,-73.7872,May-Jun,3
40.7419,-73.711,Mar-Apr,1
40.742,-74.0046,Jan-Feb,8
40.742,-74.0046,Mar-Apr,2
40.742,-74.0046,May-Jun,7
40.742,-74.0009,Jan-Feb,3
40.742,-74.0009,May-Jun,1
40.742,-73.9809,Mar-Apr,1
40.742,-73.9809,May-Jun,1
40.742,-73.9544,Jan-Feb,2
40.742,-73.9544,May-Jun,2
40.742,-73.9464,Mar-Apr,1
40.742,-73.9341,Jan-Feb,5
40.742,-73.9341,May-Jun,1
40.742,-73.9261,Jan-Feb,1
40.742,-73.9261,Mar-Apr,1
40.742,-73.9194,Jan-Feb,1
40.742,-73.9194,Mar-Apr,1
40.742,-73.9194,May-Jun,1
40.742,-73.9083,Jan-Feb,1
40.742,-73.9083,Mar-Apr,2
40.742,-73.904,Mar-Apr,1
40.742,-73.904,May-Jun,1
40.742,-73.9035,Mar-Apr,1
40.742,-73.8927,Jan-Feb,1
40.742,-73.8743,Jan-Feb,1
40.742,-73.8743,May-Jun,1
40.742,-73.866,Jan-Feb,1
40.742,-73.866,May-Jun,1
40.742,-73.8544,Jan-Feb,1
40.742,-73.8535,Mar-Apr,1
40.742,-73.8082,May-Jun,1
40.742,-73.8068,May-Jun,1
40.742,-73.7629,May-Jun,1
40.742,-73.701,May-Jun,1
40.7421,-74.0082,May-Jun,1
40.7421,-73.9871,Jan-Feb,2
40.7421,-73.9871,Mar-Apr,1
40.7421,-73.9793,Jan-Feb,2
40.7421,-73.9793,May-Jun,3
40.7421,-73.9507,May-Jun,2
40.7421,-73.9494,Mar-Apr,1
40.7421,-73.9351,Jan-Feb,1
40.7421,-73.9351,Mar-Apr,1
40.7421,-73.9274,May-Jun,1
40.7421,-73.927,May-Jun,1
40.7421,-73.9097,Mar-Apr,1
40.7421,-73.9092,May-Jun,1
40.7421,-73.9022,Mar-Apr,1
40.7421,-73.8917,Jan-Feb,2
40.7421,-73.8917,Mar-Apr,3
40.7421,-73.8917,May-Jun,1
40.7421,-73.8886,May-Jun,1
40.7421,-73.8814,Jan-Feb,3
40.7421,-73.8814,Mar-Apr,3
40.7421,-73.8814,May-Jun,3
40.7421,-73.8798,Jan-Feb,3
40.7421,-73.8798,Mar-Apr,3
40.7421,-73.8798,May-Jun,1
40.7421,-73.8732,Mar-Apr,1
40.7421,-73.8732,May-Jun,2
40.7421,-73.8698,Mar-Apr,1
40.7421,-73.8675,Jan-Feb,1
40.7421,-73.8675,Mar-Apr,1
40.7421,-73.8656,Jan-Feb,1
40.7421,-73.8656,May-Jun,1
40.7421,-73.8585,Jan-Feb,1
40.7421,-73.8585,Mar-Apr,1
40.7421,-73.8549,Jan-Feb,2
40.7421,-73.8549,Mar-Apr,1
40.7421,-73.8549,May-Jun,1
40.7421,-73.8543,Jan-Feb,1
40.7421,-73.8543,Mar-Apr,5
40.7421,-73.8059,Jan-Feb,1
40.7421,-73.7937,May-Jun,1
40.7421,-73.7545,Mar-Apr,1
40.7421,-73.7545,May-Jun,3
40.7421,-73.7101,May-Jun,2
40.7421,-73.7056,Jan-Feb,2
40.7421,-73.7056,May-Jun,1
40.7422,-74.0063,Jan-Feb,2
40.7422,-74.0063,Mar-Apr,2
40.7422,-74.0063,May-Jun,3
40.7422,-74.0063,Nov-Dec,1
40.7422,-73.9989,Jan-Feb,3
40.7422,-73.9989,Mar-Apr,5
40.7422,-73.9989,May-Jun,4
40.7422,-73.9989,Nov-Dec,1
40.7422,-73.997,May-Jun,1
40.7422,-73.9952,Jan-Feb,2
40.7422,-73.9952,May-Jun,1
40.7422,-73.9933,Jan-Feb,3
40.7422,-73.9933,May-Jun,3
40.7422,-73.9912,Jan-Feb,16
40.7422,-73.9912,Mar-Apr,22
40.7422,-73.9912,May-Jun,17
40.7422,-73.9891,Jan-Feb,1
40.7422,-73.9891,May-Jun,1
40.7422,-73.9747,Jan-Feb,6
40.7422,-73.9747,Mar-Apr,1
40.7422,-73.9747,May-Jun,3
40.7422,-73.9589,Jan-Feb,2
40.7422,-73.9589,Mar-Apr,6
40.7422,-73.9589,May-Jun,24
40.7422,-73.9533,Jan-Feb,1
40.7422,-73.9533,May-Jun,3
40.7422,-73.9279,May-Jun,1
40.7422,-73.9189,Jan-Feb,1
40.7422,-73.9189,Mar-Apr,1
40.7422,-73.9189,May-Jun,1
40.7422,-73.9102,May-Jun,2
40.7422,-73.8993,Jan-Feb,1
40.7422,-73.8993,May-Jun,1
40.7422,-73.8957,Mar-Apr,1
40.7422,-73.8831,May-Jun,1
40.7422,-73.8807,Jan-Feb,2
40.7422,-73.8687,Jan-Feb,3
40.7422,-73.8687,Mar-Apr,1
40.7422,-73.8687,May-Jun,5
40.7422,-73.8651,May-Jun,1
40.7422,-73.8602,Jan-Feb,2
40.7422,-73.8594,Mar-Apr,1
40.7422,-73.8594,May-Jun,4
40.7422,-73.8299,May-Jun,1
40.7422,-73.8232,May-Jun,1
40.7422,-73.8138,Jan-Feb,1
40.7422,-73.8138,Mar-Apr,1
40.7422,-73.8138,May-Jun,1
40.7422,-73.8007,May-Jun,1
40.7422,-73.719,Mar-Apr,1
40.7423,-74.0044,Jan-Feb,1
40.7423,-74.0044,Mar-Apr,2
40.7423,-74.0025,Jan-Feb,6
40.7423,-74.0025,Mar-Apr,5
40.7423,-74.0025,May-Jun,5
40.7423,-74.0007,Mar-Apr,1
40.7423,-74.0007,May-Jun,2
40.7423,-73.9827,Jan-Feb,2
40.7423,-73.9827,Mar-Apr,2
40.7423,-73.9827,May-Jun,2
40.7423,-73.9817,Jan-Feb,2
40.7423,-73.9817,May-Jun,1
40.7423,-73.9806,Jan-Feb,3
40.7423,-73.9806,Mar-Apr,6
40.7423,-73.9806,May-Jun,8
40.7423,-73.9777,May-Jun,1
40.7423,-73.9594,Jan-Feb,1
40.7423,-73.9594,Mar-Apr,1
40.7423,-73.9555,Jan-Feb,1
40.7423,-73.9555,Mar-Apr,1
40.7423,-73.9518,Jan-Feb,1
40.7423,-73.9518,May-Jun,1
40.7423,-73.9478,Jan-Feb,1
40.7423,-73.9478,Mar-Apr,1
40.7423,-73.9478,May-Jun,1
40.7423,-73.9369,Jan-Feb,1
40.7423,-73.9369,Mar-Apr,1
40.7423,-73.9288,May-Jun,1
40.7423,-73.9184,Mar-Apr,2
40.7423,-73.9184,May-Jun,1
40.7423,-73.9115,Jan-Feb,4
40.7423,-73.9115,Mar-Apr,6
40.7423,-73.9115,May-Jun,7
40.7423,-73.911,May-Jun,1
40.7423,-73.9021,Mar-Apr,1
40.7423,-73.8877,Mar-Apr,1
40.7423,-73.8877,Nov-Dec,1
40.7423,-73.8699,May-Jun,1
40.7423,-73.8305,Mar-Apr,1
40.7423,-73.8198,Jan-Feb,1
40.7423,-73.8198,Mar-Apr,2
40.7423,-73.8198,May-Jun,1
40.7423,-73.7567,May-Jun,2
40.7423,-73.7567,Nov-Dec,1
40.7423,-73.7181,Jan-Feb,1
40.7424,-74.0088,Mar-Apr,1
40.7424,-74.0088,May-Jun,1
40.7424,-73.9848,Jan-Feb,1
40.7424,-73.9848,Mar-Apr,1
40.7424,-73.9848,May-Jun,1
40.7424,-73.9837,Jan-Feb,1
40.7424,-73.9837,May-Jun,1
40.7424,-73.9599,May-Jun,1
40.7424,-73.9542,May-Jun,1
40.7424,-73.9378,Jan-Feb,2
40.7424,-73.9378,May-Jun,1
40.7424,-73.9208,Jan-Feb,7
40.7424,-73.9208,Mar-Apr,2
40.7424,-73.9208,May-Jun,1
40.7424,-73.9208,Nov-Dec,1
40.7424,-73.9124,May-Jun,1
40.7424,-73.9119,Mar-Apr,1
40.7424,-73.9119,Sep-Oct,1
40.7424,-73.9063,Jan-Feb,1
40.7424,-73.9063,Mar-Apr,1
40.7424,-73.9063,May-Jun,2
40.7424,-73.9063,Nov-Dec,1
40.7424,-73.8897,Jan-Feb,1
40.7424,-73.8897,Mar-Apr,1
40.7424,-73.8897,May-Jun,1
40.7424,-73.8869,Mar-Apr,1
40.7424,-73.8869,May-Jun,2
40.7424,-73.8841,Jan-Feb,1
40.7424,-73.8841,Mar-Apr,2
40.7424,-73.8841,May-Jun,3
40.7424,-73.8841,Nov-Dec,2
40.7424,-73.8819,Nov-Dec,1
40.7424,-73.8782,May-Jun,1
40.7424,-73.8719,Mar-Apr,1
40.7424,-73.8719,May-Jun,1
40.7424,-73.8709,Mar-Apr,2
40.7424,-73.8669,Jan-Feb,1
40.7424,-73.8662,May-Jun,1
40.7424,-73.8588,May-Jun,1
40.7424,-73.8545,Jan-Feb,1
40.7424,-73.8545,Mar-Apr,6
40.7424,-73.8278,May-Jun,1
40.7424,-73.7915,Mar-Apr,1
40.7424,-73.7255,Mar-Apr,1
40.7425,-74.008,Jan-Feb,1
40.7425,-74.008,Mar-Apr,1
40.7425,-74.0005,Jan-Feb,3
40.7425,-74.0005,Mar-Apr,5
40.7425,-74.0005,May-Jun,6
40.7425,-73.9968,Mar-Apr,3
40.7425,-73.9968,May-Jun,1
40.7425,-73.9868,Mar-Apr,2
40.7425,-73.9528,May-Jun,2
40.7425,-73.9492,Jan-Feb,1
40.7425,-73.9492,Mar-Apr,2
40.7425,-73.9492,May-Jun,2
40.7425,-73.9217,May-Jun,2
40.7425,-73.9198,Mar-Apr,1
40.7425,-73.9179,May-Jun,1
40.7425,-73.9129,Mar-Apr,1
40.7425,-73.9044,Mar-Apr,1
40.7425,-73.9044,Nov-Dec,1
40.7425,-73.8942,Jan-Feb,1
40.7425,-73.8942,Mar-Apr,1
40.7425,-73.886,Jan-Feb,1
40.7425,-73.886,Mar-Apr,5
40.7425,-73.886,May-Jun,2
40.7425,-73.886,Sep-Oct,1
40.7425,-73.8734,May-Jun,1
40.7425,-73.8729,Mar-Apr,1
40.7425,-73.8729,Nov-Dec,1
40.7425,-73.8617,Jan-Feb,1
40.7425,-73.8617,Mar-Apr,2
40.7425,-73.8617,May-Jun,1
40.7425,-73.8589,Mar-Apr,1
40.7425,-73.8565,Mar-Apr,4
40.7425,-73.8565,May-Jun,3
40.7425,-73.8549,May-Jun,1
40.7425,-73.8541,Mar-Apr,2
40.7425,-73.851,Jan-Feb,1
40.7425,-73.851,May-Jun,2
40.7425,-73.851,Nov-Dec,1
40.7425,-73.7963,Mar-Apr,1
40.7425,-73.7819,Mar-Apr,1
40.7425,-73.7612,Jan-Feb,1
40.7425,-73.7591,Jan-Feb,1
40.7425,-73.7231,Mar-Apr,1
40.7425,-73.7215,Mar-Apr,1
40.7426,-74.0042,Jan-Feb,1
40.7426,-74.0042,Mar-Apr,2
40.7426,-74.0042,May-Jun,4
40.7426,-73.993,Jan-Feb,25
40.7426,-73.993,Mar-Apr,15
40.7426,-73.993,May-Jun,19
40.7426,-73.993,Nov-Dec,2
40.7426,-73.9825,Jan-Feb,1
40.7426,-73.9825,Mar-Apr,1
40.7426,-73.9774,Jan-Feb,1
40.7426,-73.9774,Mar-Apr,2
40.7426,-73.9774,May-Jun,3
40.7426,-73.9533,May-Jun,1
40.7426,-73.9525,Mar-Apr,1
40.7426,-73.9498,Jan-Feb,2
40.7426,-73.9498,Mar-Apr,1
40.7426,-73.9498,May-Jun,1
40.7426,-73.9226,Jan-Feb,1
40.7426,-73.9226,Mar-Apr,1
40.7426,-73.9174,May-Jun,1
40.7426,-73.9135,Jan-Feb,1
40.7426,-73.9135,Mar-Apr,2
40.7426,-73.9082,Jan-Feb,2
40.7426,-73.9082,Mar-Apr,2
40.7426,-73.9036,Mar-Apr,2
40.7426,-73.9032,Mar-Apr,2
40.7426,-73.8952,Mar-Apr,1
40.7426,-73.885,Jan-Feb,13
40.7426,-73.885,Mar-Apr,9
40.7426,-73.885,May-Jun,6
40.7426,-73.885,Sep-Oct,1
40.7426,-73.8768,Mar-Apr,1
40.7426,-73.8522,Jan-Feb,1
40.7426,-73.8522,Mar-Apr,3
40.7426,-73.8522,May-Jun,1
40.7426,-73.7708,Jan-Feb,4
40.7426,-73.7708,Mar-Apr,1
40.7426,-73.717,May-Jun,1
40.7427,-73.998,Jan-Feb,18
40.7427,-73.998,Jul-Aug,1
40.7427,-73.998,Mar-Apr,22
40.7427,-73.998,May-Jun,28
40.7427,-73.998,Sep-Oct,3
40.7427,-73.9892,Jan-Feb,1
40.7427,-73.9892,Mar-Apr,3
40.7427,-73.9788,Mar-Apr,4
40.7427,-73.9788,May-Jun,2
40.7427,-73.9788,Sep-Oct,1
40.7427,-73.9576,May-Jun,1
40.7427,-73.9541,Jan-Feb,4
40.7427,-73.9541,Mar-Apr,5
40.7427,-73.9541,May-Jun,4
40.7427,-73.9235,Nov-Dec,1
40.7427,-73.9188,Jan-Feb,1
40.7427,-73.9188,Mar-Apr,1
40.7427,-73.9188,May-Jun,1
40.7427,-73.915,Jan-Feb,1
40.7427,-73.915,May-Jun,1
40.7427,-73.8982,Jan-Feb,1
40.7427,-73.8957,Jan-Feb,1
40.7427,-73.8957,Mar-Apr,2
40.7427,-73.8957,May-Jun,1
40.7427,-73.8933,Mar-Apr,1
40.7427,-73.8928,Jan-Feb,2
40.7427,-73.8928,Mar-Apr,1
40.7427,-73.8928,May-Jun,1
40.7427,-73.878,Jan-Feb,1
40.7427,-73.8675,Jan-Feb,1
40.7427,-73.8675,Mar-Apr,1
40.7427,-73.8675,May-Jun,1
40.7427,-73.8633,Jan-Feb,9
40.7427,-73.8633,Mar-Apr,8
40.7427,-73.8633,May-Jun,8
40.7427,-73.86,May-Jun,1
40.7427,-73.8578,Jan-Feb,1
40.7427,-73.8578,May-Jun,3
40.7427,-73.8546,May-Jun,1
40.7427,-73.8305,Jan-Feb,1
40.7427,-73.7211,Mar-Apr,1
40.7428,-74.0087,Jan-Feb,1
40.7428,-74.0087,Mar-Apr,1
40.7428,-74.0087,May-Jun,1
40.7428,-74.0077,Jan-Feb,3
40.7428,-74.0077,Mar-Apr,1
40.7428,-74.0077,May-Jun,3
40.7428,-74.0003,Jan-Feb,1
40.7428,-73.9984,Jan-Feb,5
40.7428,-73.9984,May-Jun,4
40.7428,-73.9966,Jan-Feb,1
40.7428,-73.9966,May-Jun,1
40.7428,-73.9947,Jan-Feb,1
40.7428,-73.9947,Mar-Apr,2
40.7428,-73.9947,May-Jun,1
40.7428,-73.9947,Nov-Dec,1
40.7428,-73.9886,Jan-Feb,1
40.7428,-73.9886,May-Jun,1
40.7428,-73.9566,Mar-Apr,2
40.7428,-73.9521,Jan-Feb,1
40.7428,-73.9521,May-Jun,1
40.7428,-73.9508,Jan-Feb,1
40.7428,-73.9245,Jan-Feb,4
40.7428,-73.9245,Mar-Apr,2
40.7428,-73.9245,May-Jun,2
40.7428,-73.9245,Nov-Dec,1
40.7428,-73.9159,Mar-Apr,1
40.7428,-73.9154,Jan-Feb,1
40.7428,-73.9154,Mar-Apr,3
40.7428,-73.9154,Nov-Dec,1
40.7428,-73.9091,Jan-Feb,1
40.7428,-73.901,Mar-Apr,2
40.7428,-73.901,May-Jun,1
40.7428,-73.8827,Jan-Feb,4
40.7428,-73.8827,May-Jun,1
40.7428,-73.8826,Mar-Apr,1
40.7428,-73.8801,May-Jun,1
40.7428,-73.8801,Nov-Dec,1
40.7428,-73.879,Mar-Apr,2
40.7428,-73.879,May-Jun,2
40.7428,-73.8762,Jan-Feb,5
40.7428,-73.8762,Mar-Apr,2
40.7428,-73.8762,May-Jun,2
40.7428,-73.8592,Jan-Feb,2
40.7428,-73.8592,Mar-Apr,1
40.7428,-73.8592,May-Jun,1
40.7428,-73.832,Mar-Apr,1
40.7428,-73.7603,Mar-Apr,1
40.7428,-73.7603,Nov-Dec,1
40.7428,-73.7337,Jan-Feb,1
40.7428,-73.7337,Mar-Apr,2
40.7428,-73.7337,May-Jun,1
40.7428,-73.7162,Mar-Apr,1
40.7429,-74.0058,Jan-Feb,3
40.7429,-74.0058,Mar-Apr,2
40.7429,-74.0058,May-Jun,3
40.7429,-74.0058,Sep-Oct,1
40.7429,-74.004,Jan-Feb,1
40.7429,-74.0021,Jan-Feb,4
40.7429,-74.0021,Mar-Apr,8
40.7429,-74.0021,May-Jun,5
40.7429,-73.9928,Jan-Feb,5
40.7429,-73.9928,Mar-Apr,4
40.7429,-73.9928,May-Jun,9
40.7429,-73.9907,Jan-Feb,6
40.7429,-73.9907,Mar-Apr,3
40.7429,-73.9907,May-Jun,1
40.7429,-73.9812,Jan-Feb,1
40.7429,-73.9812,Mar-Apr,1
40.7429,-73.9812,May-Jun,4
40.7429,-73.9802,May-Jun,4
40.7429,-73.9586,May-Jun,1
40.7429,-73.9586,Nov-Dec,1
40.7429,-73.9519,May-Jun,2
40.7429,-73.9254,Jan-Feb,8
40.7429,-73.9254,Mar-Apr,2
40.7429,-73.9254,May-Jun,3
40.7429,-73.9168,Mar-Apr,2
40.7429,-73.9168,May-Jun,1
40.7429,-73.9167,Jan-Feb,1
40.7429,-73.9165,Mar-Apr,1
40.7429,-73.9162,Jan-Feb,1
40.7429,-73.9072,Jan-Feb,2
40.7429,-73.9002,Jan-Feb,3
40.7429,-73.9002,Mar-Apr,1
40.7429,-73.9002,May-Jun,2
40.7429,-73.8966,May-Jun,1
40.7429,-73.8888,Jan-Feb,1
40.7429,-73.8888,May-Jun,2
40.7429,-73.8828,May-Jun,1
40.7429,-73.874,Mar-Apr,2
40.7429,-73.8689,Mar-Apr,2
40.7429,-73.8689,May-Jun,5
40.7429,-73.8339,Mar-Apr,1
40.7429,-73.8329,Mar-Apr,1
40.7429,-73.8255,Mar-Apr,1
40.7429,-73.824,Jan-Feb,1
40.7429,-73.8228,May-Jun,1
40.7429,-73.8195,Mar-Apr,1
40.7429,-73.8195,May-Jun,1
40.7429,-73.8172,Mar-Apr,2
40.743,-73.9892,May-Jun,1
40.743,-73.9853,Jan-Feb,1
40.743,-73.9843,Jan-Feb,20
40.743,-73.9843,Mar-Apr,17
40.743,-73.9843,May-Jun,17
40.743,-73.9843,Nov-Dec,1
40.743,-73.9833,Jan-Feb,1
40.743,-73.9833,Mar-Apr,1
40.743,-73.9833,May-Jun,2
40.743,-73.9822,Jan-Feb,1
40.743,-73.9822,May-Jun,2
40.743,-73.9592,Mar-Apr,2
40.743,-73.9592,May-Jun,1
40.743,-73.9553,Jan-Feb,5
40.743,-73.9553,Mar-Apr,4
40.743,-73.9553,May-Jun,1
40.743,-73.9518,Jan-Feb,1
40.743,-73.9518,Mar-Apr,1
40.743,-73.9416,Jan-Feb,12
40.743,-73.9416,Mar-Apr,7
40.743,-73.9416,May-Jun,9
40.743,-73.9416,Nov-Dec,1
40.743,-73.9406,May-Jun,1
40.743,-73.9353,Mar-Apr,1
40.743,-73.9264,Mar-Apr,2
40.743,-73.9264,May-Jun,1
40.743,-73.9178,Jan-Feb,2
40.743,-73.9178,Mar-Apr,3
40.743,-73.9178,May-Jun,1
40.743,-73.9173,Jan-Feb,1
40.743,-73.9173,Mar-Apr,1
40.743,-73.9057,Jan-Feb,2
40.743,-73.9057,Jul-Aug,1
40.743,-73.9057,Mar-Apr,2
40.743,-73.9057,May-Jun,2
40.743,-73.8653,May-Jun,2
40.743,-73.861,Jan-Feb,1
40.743,-73.861,Mar-Apr,3
40.743,-73.861,May-Jun,2
40.743,-73.8548,Jan-Feb,1
40.743,-73.8513,May-Jun,1
40.743,-73.8143,Jan-Feb,2
40.743,-73.8143,May-Jun,1
40.743,-73.7104,Nov-Dec,1
40.7431,-74.0001,Jan-Feb,1
40.7431,-74.0001,Mar-Apr,2
40.7431,-74.0001,May-Jun,1
40.7431,-73.9964,Mar-Apr,2
40.7431,-73.9964,May-Jun,2
40.7431,-73.9884,May-Jun,2
40.7431,-73.9874,Jan-Feb,1
40.7431,-73.9874,Mar-Apr,4
40.7431,-73.9874,Sep-Oct,1
40.7431,-73.9864,Mar-Apr,4
40.7431,-73.974,Jan-Feb,2
40.7431,-73.974,Mar-Apr,1
40.7431,-73.974,May-Jun,1
40.7431,-73.9598,Mar-Apr,1
40.7431,-73.9598,May-Jun,1
40.7431,-73.9561,Jan-Feb,86
40.7431,-73.9561,Mar-Apr,74
40.7431,-73.9561,May-Jun,92
40.7431,-73.9561,Nov-Dec,2
40.7431,-73.9561,Sep-Oct,4
40.7431,-73.954,Mar-Apr,1
40.7431,-73.954,May-Jun,2
40.7431,-73.9511,Mar-Apr,1
40.7431,-73.9363,Jan-Feb,1
40.7431,-73.9363,Mar-Apr,1
40.7431,-73.9363,May-Jun,1
40.7431,-73.9358,Mar-Apr,1
40.7431,-73.9272,Jan-Feb,1
40.7431,-73.9272,May-Jun,1
40.7431,-73.9182,Jan-Feb,3
40.7431,-73.9182,Mar-Apr,1
40.7431,-73.9042,Mar-Apr,1
40.7431,-73.9042,May-Jun,1
40.7431,-73.8908,Jan-Feb,1
40.7431,-73.8907,Jan-Feb,1
40.7431,-73.8907,May-Jun,1
40.7431,-73.8834,Jan-Feb,2
40.7431,-73.8834,Mar-Apr,1
40.7431,-73.8824,Jan-Feb,1
40.7431,-73.8824,Mar-Apr,2
40.7431,-73.8824,May-Jun,2
40.7431,-73.8777,Mar-Apr,2
40.7431,-73.8777,May-Jun,1
40.7431,-73.8752,Mar-Apr,2
40.7431,-73.8752,May-Jun,1
40.7431,-73.8661,Mar-Apr,1
40.7431,-73.8661,May-Jun,1
40.7431,-73.8625,Jan-Feb,1
40.7431,-73.8625,Mar-Apr,1
40.7431,-73.8529,Mar-Apr,1
40.7431,-73.8529,May-Jun,1
40.7431,-73.8529,Nov-Dec,1
40.7431,-73.7888,Mar-Apr,1
40.7431,-73.7794,May-Jun,1
40.7431,-73.7498,Mar-Apr,1
40.7432,-74.0086,Mar-Apr,1
40.7432,-74.0086,May-Jun,2
40.7432,-74.0075,Jan-Feb,2
40.7432,-74.0075,Jul-Aug,1
40.7432,-74.0075,May-Jun,1
40.7432,-74.0038,Jan-Feb,1
40.7432,-74.0038,Mar-Apr,4
40.7432,-74.0038,May-Jun,2
40.7432,-73.9926,Mar-Apr,2
40.7432,-73.9926,May-Jun,1
40.7432,-73.98,May-Jun,1
40.7432,-73.977,Mar-Apr,1
40.7432,-73.9721,May-Jun,4
40.7432,-73.9585,Jan-Feb,2
